Date,Open,High,Low,Close,Volume
2024-08-30,228.4772755570311,228.68570457235603,225.78743262658827,227.29612731933594,52990800
2024-09-03,226.84946493362216,227.29611365629745,219.52437135882835,221.1124725341797,50190600
2024-09-04,220.01074262314262,220.12984491677884,215.86183603349318,219.20677185058594,43840200
2024-09-05,219.9809679444758,223.80231295165626,219.87178579311316,220.7253875732422,36615400
2024-09-06,222.2837029728863,223.56411324365834,218.13481142105056,219.177001953125,48423000
2024-09-09,219.17698492990527,219.62363365317324,215.0975649862482,219.2663116455078,67180000
2024-09-10,217.29111136152258,219.83206111139577,215.1174037589381,218.47225952148438,51591000
2024-09-11,219.81224273641337,221.4301044903715,216.26879790334314,221.00331115722656,44587100
2024-09-12,220.8444772424724,221.88666769221828,218.18442519080247,221.1124725341797,37455600
2024-09-13,221.91643313573508,222.3730019797634,220.25886075018875,220.84446716308594,36766600
2024-09-16,214.9288136198369,215.6037619118882,212.32831274384958,214.71046447753906,59357400
2024-09-17,214.14473138540643,215.28616885496612,212.9040318988166,215.17698669433594,45519300
2024-09-18,215.9313221513165,221.05293280374121,215.92138686335736,219.04795837402344,59894900
2024-09-19,223.31597824995185,228.11004268622213,222.95865620671253,227.16709899902344,66781300
2024-09-20,228.25889437635817,231.35567496568984,225.9263736470506,226.50205993652344,318679900
2024-09-23,225.64847983003366,227.74278104335218,224.12986496132828,224.7849578857422,54146000
2024-09-24,226.94872814757065,227.64353192764617,224.05045616714196,225.67825317382812,43556100
2024-09-25,223.2564112941643,225.59885242729763,222.3531936181764,224.68569946289062,42308700
2024-09-26,225.6087993733805,226.79986786044512,223.7328623413079,225.82716369628906,36636700
2024-09-27,226.7601514881057,227.81226214161182,225.6087788258606,226.09512329101562,34026000
2024-09-30,228.3284048450643,231.26638793945312,227.9413072049674,231.26638793945312,54541900
2024-10-01,227.81225543239978,227.9412778656533,222.07526286618742,224.52688598632812,63285000
2024-10-02,224.20925878310885,225.67824256269316,221.360617941662,225.09263610839844,32880600
2024-10-03,223.4648504260935,225.12242301224842,221.65839996957536,223.99090576171875,34044200
2024-10-04,226.20430944090455,226.30357145139808,222.46237094034984,225.1125030517578,37245100
2024-10-07,222.8296172342201,224.01076551273388,219.68320530273118,220.04052734375,39505400
2024-10-08,222.6311156567822,224.29860847272343,221.58892507419034,224.09017944335938,31855700
2024-10-09,223.554178398676,228.04055170887608,223.1571606453159,227.8321075439453,33591100
2024-10-10,226.08522629350668,227.7924300308487,225.47976432683006,227.33584594726562,28183500
2024-10-11,227.5938974682738,227.70307961960657,225.6484741750507,225.85691833496094,31759200
2024-10-14,226.99837948655343,230.00583388937218,226.89913261283547,229.57904052734375,39882100
2024-10-15,231.8718418962686,235.7229778767219,230.64106257641825,232.1100616455078,64751400
2024-10-16,229.87678174389526,230.3929017691756,228.12986736523644,230.05543518066406,34082200
2024-10-17,231.6931740173152,232.11006236609234,228.80483716826546,230.42269897460938,32993800
2024-10-18,234.4226930307779,234.4226930307779,232.26884075534687,233.25148010253906,46431500
2024-10-21,232.7055644739604,235.08771628667242,232.7055644739604,234.720458984375,36254500
2024-10-22,232.14974382855843,234.4624093106695,230.86934872103873,234.10508728027344,38846600
2024-10-23,232.33833466706656,233.39044533687328,226.0653512199268,229.04302978515625,52287000
2024-10-24,228.26884002769643,229.10260155629064,226.710529416834,228.85446166992188,31109500
2024-10-25,228.03061417648678,231.48471683213373,227.86188088691335,229.6881866455078,38802300
2024-10-28,231.5839844241638,232.98348177622344,230.81970938626554,231.6633758544922,36087100
2024-10-29,231.36564539627622,232.58648944554818,230.59145013134693,231.931396484375,35417200
2024-10-30,230.87925826342104,231.7328600109945,227.8420287171323,228.387939453125,47070900
2024-10-31,227.63359787833264,228.11995749798112,223.69313535160188,224.2291259765625,64370100
2024-11-01,219.32586653780092,223.67328184782377,218.6310779402587,221.25143432617188,65276700
2024-11-04,219.34572401852256,221.13231895883285,218.0752491010658,220.35812377929688,44944500
2024-11-05,220.14968230766976,222.28367900181775,219.49458945583885,221.7873992919922,28111300
2024-11-06,220.95366880237512,224.387931303672,219.54423614319148,221.06285095214844,54561100
2024-11-07,222.95864433437472,226.18446269494834,222.89909318788202,225.7874298095703,42137700
2024-11-08,225.72782337627459,227.20836966100222,224.97265364792685,225.5191650390625,38328800
2024-11-11,223.57158868270503,224.26714170400084,220.0938084143074,222.8064727783203,42005600
2024-11-12,223.12444853772337,224.15783943194586,221.9420008205612,222.8064727783203,40398300
2024-11-13,222.58787261698694,225.2111120360391,221.34580821096,223.69082641601562,48566200
2024-11-14,223.59146688403666,227.41701609796436,223.57158960851197,226.77114868164062,44923900
2024-11-15,224.96270031544069,225.47940335635096,222.8462328667566,223.57159423828125,47923700
2024-11-18,223.82001439888424,228.28151537171908,223.74052045447314,226.5724334716797,44633700
2024-11-19,225.53901477922054,228.6988344551977,225.22105418122663,226.8307647705078,36211800
2024-11-20,226.61216873586113,228.4702922716314,224.45594670445817,227.54620361328125,35169600
2024-11-21,227.42697481306035,228.6988476019872,224.27710117470866,227.0692596435547,42108300
2024-11-22,226.61216818417898,229.25528492407807,226.61216818417898,228.41067504882812,38168300
2024-11-25,229.99057974831032,231.7692092379923,228.28149797848934,231.39161682128906,90152800
2024-11-26,231.8487208075284,234.07450576495518,231.8487208075284,233.56773376464844,45986200
2024-11-27,232.98148163119754,234.19373774290258,232.32566796514345,233.4385528564453,33498400
2024-11-29,233.31931239062584,236.3002669685808,232.48464874765904,235.8233184814453,28481400
2024-12-02,235.76370602927642,239.26134854667043,235.65440375298792,238.0689697265625,48137100
2024-12-03,238.28756099978403,241.21882985808793,237.3833345065081,241.10952758789062,38861000
2024-12-04,241.32811352991968,242.560246738831,239.71840309463144,241.46722412109375,44383900
2024-12-05,242.4410361127995,242.98753231090083,240.59284370740727,241.49705505371094,40033900
2024-12-06,241.36788746709487,243.0769692456264,240.5431549096241,241.29832458496094,36870600
2024-12-09,240.29473874492055,245.67039687977774,240.21524480725012,245.18350219726562,44649200
2024-12-10,245.32260336553807,246.63423054379348,243.78244060146582,246.197021484375,36914800
2024-12-11,246.38582450957213,249.2077910379196,244.69660488558225,244.92515563964844,45205800
2024-12-12,245.32260415969785,247.1608653940442,244.1202792424049,246.3858184814453,32777500
2024-12-13,246.24673423955153,247.7073880681415,244.676762972136,246.5547637939453,33155300
2024-12-16,246.4156487620838,249.7841268474892,246.07779571830554,249.44627380371094,51694800
2024-12-17,248.49236434269267,252.21855739876366,248.19426586582333,251.8707733154297,51356400
2024-12-18,250.55917390522964,252.6657103008961,246.1672359539693,246.4752655029297,56774100
2024-12-19,245.92875304737495,250.4001849209636,245.52135228225407,248.20420837402344,60882300
2024-12-20,246.46531011815415,253.38113119374523,244.13023820234332,252.87437438964844,147495300
2024-12-23,253.15258832932108,254.02699130961165,251.84096111600803,253.6494140625,40858800
2024-12-24,253.86798918256417,256.57070690893096,253.66924678278625,256.560791015625,23234700
2024-12-26,256.5508929178466,258.44877099351584,255.99445048269988,257.3756103515625,27237100
2024-12-27,256.19314630806485,257.05764856283577,251.45343969164696,253.96737670898438,42355300
2024-12-30,250.6287158030117,251.890657464443,249.15811581542044,250.59890747070312,35557500
2024-12-31,250.83738041728796,251.6720440162376,247.84647977817443,248.8302001953125,39480700
2025-01-02,247.34966196417784,247.51859606258614,240.28481431614935,242.3019256591797,55740700
2025-01-03,241.8150177001953,242.6298040057451,240.3543488544026,241.8150177001953,40244100
2025-01-06,242.75898865424097,245.75982034447205,241.65603491404494,243.44461059570312,45045600
2025-01-07,241.4374181829594,243.99110961427562,239.81777667580207,240.6723175048828,40856000
2025-01-08,240.3841632667122,242.16280789951685,238.52603985831155,241.15921020507812,37628900
2025-01-10,238.48627094630749,238.63532775588945,231.5207799769646,235.34634399414062,61710900
2025-01-13,232.04742383507855,233.180185891021,228.26161420500546,232.91189575195312,49630700
2025-01-14,233.25969544364762,234.62099318079112,230.99417118008773,231.7990264892578,39435300
2025-01-15,233.1504034772107,237.4429855317883,232.94172997653553,236.35989379882812,39832000
2025-01-16,235.84318609247865,236.49898454969573,226.58234697208553,226.81088256835938,71759100
2025-01-17,230.6463874145182,230.8153063545454,227.02949646555186,228.5199737548828,68488300
2025-01-21,222.57794445660952,222.99527628303537,217.9872792040061,221.22657775878906,98070400
2025-01-22,218.39465138442915,222.6971640978084,218.39465138442915,222.4090118408203,64126500
2025-01-23,223.3132731450397,225.58872871016843,220.8887607380179,222.24012756347656,60234800
2025-01-24,223.35296445648333,224.19757422629087,220.00436403066544,221.36566162109375,54697900
2025-01-27,222.59782027357136,230.67619691244207,222.55806572164707,228.40074157714844,94863400
2025-01-28,229.3844597561093,238.66516132615985,229.3447052045828,236.74740600585938,75707600
2025-01-29,232.6336842670617,238.33724933385383,232.52438199561368,237.84042358398438,45486100
2025-01-30,237.1547951903121,239.26133146080375,235.7040725307193,236.08164978027344,55658300
2025-01-31,245.62070152543137,245.62070152543137,231.9579942451269,234.50173950195312,100959800
2025-02-03,228.5298949466701,230.35820991583037,224.26712187534005,226.5624542236328,73063300
2025-02-04,225.80729852188347,231.64997406812495,225.21110156992967,231.3220672607422,45067300
2025-02-05,227.07915170929476,231.19286787128658,226.8208078053139,230.994140625,39620300
2025-02-06,229.82163993606684,232.31571480889477,228.9670990724139,231.73939514160156,29925300
2025-02-07,231.12337098865854,232.51447718052603,225.81725985814606,226.18492126464844,39707200
2025-02-10,228.36336710225459,229.3779949636392,226.005813710008,226.4534454345703,33115600
2025-02-11,227.00058728303875,233.99363668198936,226.93096309298542,231.39735412597656,53718400
2025-02-12,229.98480349517558,235.71453849328682,229.4675323792709,235.625,45243300
2025-02-13,235.66480095549997,241.06625350434595,234.33184765944378,240.26051330566406,53614100
2025-02-14,239.981993568851,244.25939586817944,239.72336558929686,243.31439208984375,40896200
2025-02-18,242.86674847770814,243.8913336127375,240.56889220053384,243.18507385253906,48822500
2025-02-19,243.37404380163656,244.71693894615737,241.8819279664442,243.5829315185547,32204200
2025-02-20,243.6525813389452,245.4829065325138,243.00598867544505,244.53790283203125,32316900
2025-02-21,244.6572756706751,247.38287960480025,243.93111682470231,244.25938415527344,53197400
2025-02-24,243.64264638435856,247.55199828948733,243.1353323966777,245.80125427246094,51326400
2025-02-25,246.69653816831402,248.68602637934882,243.62278252512698,245.7415771484375,48013300
2025-02-26,243.04579925662603,243.6923767743236,237.87313357927937,239.09666442871094,44433600
2025-02-27,238.15166004001364,241.1856322165831,235.81400561415145,236.05274963378906,41153600
2025-02-28,235.70458076540925,240.8175641664438,228.9900589647863,240.56887817382812,56833400
2025-03-03,240.51916291712755,242.74739510665418,234.86902386386396,236.7789306640625,47184000
2025-03-04,236.46061504010896,238.80821160759587,233.4465266012979,234.68995666503906,53798100
2025-03-05,234.18262069274581,235.30668622205877,228.02515316620742,234.50094604492188,47227600
2025-03-06,233.20778757123546,236.60981025581015,231.93451645578955,234.09310913085938,45170400
2025-03-07,233.87426828677374,240.10136041796665,233.5261018066448,237.81346130371094,46273600
2025-03-10,234.3019970725287,234.91874867921032,223.04150278970278,226.28436279296875,72071200
2025-03-11,222.63365113389432,224.65298022983382,216.30707871737093,219.67926025390625,76137400
2025-03-12,218.98296406915986,220.58450266635003,213.78045671174684,215.83956909179688,62547500
2025-03-13,214.81497612462363,215.70029772842102,207.3245545879158,208.5779266357422,61368300
2025-03-14,210.13965751241793,212.82546311709572,208.47843695256688,212.36788940429688,60107600
2025-03-17,212.18885305172668,214.08881784956162,208.86641153353526,212.87522888183594,48073400
2025-03-18,213.0343879953175,214.019174884069,210.3784232206469,211.57211303710938,42432400
2025-03-19,213.0940604852241,217.6101915579757,212.6265295918345,214.10870361328125,54385400
2025-03-20,212.86527847830126,216.3468825511506,211.10457731145533,212.97470092773438,48862900
2025-03-21,210.44804823896536,217.68978368973626,210.16952111998106,217.12278747558594,94127800
2025-03-24,219.83843988574125,220.31591279023903,217.43116105321957,219.56985473632812,44299500
2025-03-25,219.6096416779903,222.92214108802088,218.92326587520165,222.573974609375,34493600
2025-03-26,222.33523531503357,223.83730853242594,219.3112201065871,220.3656463623047,34466100
2025-03-27,220.22636977863218,223.80745418869535,219.40073045135125,222.67344665527344,37094800
2025-03-28,220.50488863250547,222.63364006926244,216.5358548246797,216.75469970703125,39818600
2025-03-31,215.86939419548492,224.43414081005062,215.09349507460487,220.96249389648438,65299300
2025-04-01,218.65466729819107,222.5043215641154,217.74944665223015,222.01690673828125,36412700
2025-04-02,220.15675729790527,224.00641185945875,219.8583310514353,222.71324157714844,35905900
2025-04-03,204.45966369883956,206.39942653372108,200.19221885499383,202.1220245361328,103419000
2025-04-04,192.87092693410324,198.82944937179326,186.35535024633944,187.389892578125,125910900
2025-04-07,176.26863687444822,193.12954493623218,173.70219548773406,180.50625610351562,160466300
2025-04-08,185.71870692843436,189.33957458197378,168.32064359895526,171.51376342773438,120859500
2025-04-09,171.04623198001363,199.55559936553783,170.98654976711688,197.8048553466797,184395900
2025-04-10,188.07624843340898,193.7562279640405,182.03814529024513,189.4191436767578,121880000
2025-04-11,185.12186726950821,198.49121408156802,185.0820690088969,197.1085205078125,87435900
2025-04-14,210.32868138530173,211.8207974391945,200.10271391024364,201.45556640625,101352900
2025-04-15,200.7990180691496,202.44033954558066,198.74984792281177,201.07754516601562,51343900
2025-04-16,197.31741584829123,199.64511311117855,191.35889396287376,193.24891662597656,59732400
2025-04-17,196.16351652823,197.78495412822454,193.39812938355274,195.94467163085938,52164700
2025-04-21,192.25416731460396,192.78138039340035,188.81234657174457,192.14474487304688,46742500
2025-04-22,195.08918671811182,200.53043756485187,194.93998119085117,198.69017028808594,52976400
2025-04-23,204.9172632087338,206.9067512010516,201.7340854567431,203.52462768554688,52929200
2025-04-24,203.81309077731203,207.73238443559362,201.87334307751462,207.27479553222656,47311000
2025-04-25,205.28532955589748,208.6475693809006,205.11622488486222,208.18003845214844,38222300
2025-04-28,208.89624364686077,210.38835967290976,206.3696005213303,209.03550720214844,38743100
2025-04-29,207.59314001435672,211.12448445804597,207.27481462988695,210.0998992919922,36827600
2025-04-30,208.19993964532281,212.45744310704663,205.58375784941018,211.38311767578125,52286500
2025-05-01,207.98107159612528,213.43226431553572,207.8020097882055,212.19879150390625,57365700
2025-05-02,205.0067917796952,205.9020705063368,201.09745506032002,204.27069091796875,101010600
2025-05-05,202.03252954096354,203.0272736250085,197.1682315771274,197.8446502685547,69018500
2025-05-06,197.1682179665783,199.59538061408486,195.98447015970467,197.4666290283203,51216500
2025-05-07,198.1231564563361,198.39174158064424,192.23427392267118,195.218505859375,68536700
2025-05-08,196.68079799363124,198.99855348942916,193.65676753221484,196.45201110839844,50478900
2025-05-09,197.95407268173315,199.4859718922483,196.5017396407649,197.48654174804688,36453900
2025-05-12,210.13634313336473,210.435160708662,205.93301745006437,209.95704650878906,63775800
2025-05-13,209.59847136477597,212.55673652410627,208.17412935394688,212.08859252929688,51909300
2025-05-14,211.5905625216416,213.09460539099953,209.7478820292828,211.490966796875,49325800
2025-05-15,210.11643191755599,212.11849916658366,208.71199985896817,210.6144561767578,45029500
2025-05-16,211.52087618770122,211.7300530759797,208.9411140237391,210.4252166748047,54737900
2025-05-19,207.0884445111699,208.65223273202483,203.45285841572866,207.9550018310547,46140500
2025-05-20,206.84938410987283,207.64622592622177,204.2198167548668,206.04258728027344,42496600
2025-05-21,204.35927415345975,206.2218800326306,199.91690624087693,201.29144287109375,59211800
2025-05-22,199.91690559460176,201.94883789272,198.91088686006037,200.5643310546875,46742400
2025-05-23,192.90468385583864,196.91875752656549,192.69552221161257,194.4983673095703,78432900
2025-05-27,197.51641281084125,199.94677348688452,196.64984031499387,199.4188690185547,56288500
2025-05-28,199.79736291846774,201.9289060786693,199.11008702875665,199.62803649902344,45339700
2025-05-29,202.77554227533128,203.0046291598645,197.72556941325453,199.15988159179688,51396800
2025-05-30,198.58218796001185,201.16196516975768,196.00242594876025,200.0563507080078,70819900
2025-06-02,199.4885975362889,201.3312933884623,199.3292261245183,200.90298461914062,35423300
2025-06-03,200.55437033168948,202.96480586317466,200.16591202699755,202.46678161621094,46381600
2025-06-04,202.10819540070028,205.42503857555045,201.30139858491114,202.0185546875,43604000
2025-06-05,202.69585814733983,203.94091870107042,199.35908978394463,199.8372039794922,55126100
2025-06-06,202.19783403313102,204.8871617909174,201.2515910514923,203.11419677734375,46607700
2025-06-09,203.58234611432158,205.18598475848052,199.22961916524454,200.65396118164062,72862600
2025-06-10,199.8073282051838,203.54250994980842,199.77744796710627,201.869140625,54672600
2025-06-11,202.69585666840098,203.69190510411792,197.62597377823997,197.9945068359375,60989900
2025-06-12,198.29333609984755,198.890956077424,196.58013147350607,198.41285705566406,43904600
2025-06-13,198.94075911963023,199.57822954037988,194.92668495173118,195.67372131347656,51447300
2025-06-16,196.52037110088898,197.90487790098294,195.78328974313985,197.6359405517578,43020700
2025-06-17,196.4207613301707,197.6060614779548,194.43863454049264,194.86692810058594,38856200
2025-06-18,195.16572178414586,196.78928550519313,194.29916455806153,195.80319213867188,45394700
2025-06-20,197.45667615855015,200.90299573747222,196.0821242533237,200.2057647705078,96813500
2025-06-23,200.83325703321927,201.50060768152076,198.17380945321412,200.70376586914062,55814300
2025-06-24,201.78944331230142,202.63609053842802,199.40888822531906,199.5084991455078,54064000
2025-06-25,200.65395335177794,202.8651820841085,199.82723133036671,200.76351928710938,39525700
2025-06-26,200.63405836503767,201.8392838353224,198.6718566431861,200.2057647705078,50799100
2025-06-27,201.09224306842364,202.41698947637084,199.20971189891864,200.2854461669922,73188600
2025-06-30,201.211736268348,206.57048164253425,198.4726031076903,204.3592529296875,91912800
2025-07-01,205.85332972802502,209.35942450018746,205.3254252695324,206.99879455566406,78788900
2025-07-02,208.08449026524102,212.49697770796604,207.31752868499885,211.6005401611328,67941800
2025-07-03,211.31166931275297,213.8017903991559,210.97301649264048,212.70614624023438,34955800
2025-07-07,211.83958469799765,215.37555986284275,207.97492690746134,209.12037658691406,50229000
2025-07-08,209.26978591644843,210.59451698338924,207.6262968509882,209.1801300048828,42848900
2025-07-09,208.7020406311003,210.49493096772343,206.40117103180637,210.30567932128906,48749400
2025-07-10,209.678147079363,212.6364120977978,209.2000480941239,211.57064819335938,44443600
2025-07-11,209.73794232575938,211.29177557167307,209.03074119537857,210.3256072998047,39765800
2025-07-14,209.10042946873696,210.07656782568804,206.719874444485,207.7956085205078,38840100
2025-07-15,208.39325734338402,211.05270487364396,208.09443976951917,208.28369140625,42296300
2025-07-16,209.4689902412225,211.5606828488181,207.8155461810567,209.3295440673828,47490500
2025-07-17,209.7379236663323,210.96305897069354,208.761785269157,209.19009399414062,48068100
2025-07-18,210.0367321724359,210.95309492429405,208.87135730762196,210.3455047607422,48974600
2025-07-21,211.2618775331451,214.92732845073886,210.7937335563828,211.64036560058594,51377400
2025-07-22,212.29776458434165,214.1006098348481,211.39135685335447,213.5527801513672,46404100
2025-07-23,214.15041924441525,214.29982043425818,211.57065737650467,213.30377197265625,46989300
2025-07-24,213.05475989741393,214.83769515517375,212.68622683006964,212.91531372070312,46022600
2025-07-25,213.85158759699283,214.38946224202752,212.55672164240056,213.0348358154297,40268800
2025-07-28,213.18426788884761,214.00103498726418,212.21809958876685,213.20419311523438,37858000
2025-07-29,213.33365491441555,213.96117031669576,209.9869466315705,210.43516540527344,51411700
2025-07-30,211.06266703997414,211.5507362671114,206.89919168476044,208.22393798828125,45512500
2025-07-31,207.6661338109758,209.0107900151974,206.34138763159262,206.74977111816406,80698400
2025-08-01,210.03673342752194,212.73603143542957,200.7037642416869,201.58029174804688,104434500
2025-08-04,203.70186769022786,207.0585613783641,200.88304868853191,202.5464630126953,75109300
2025-08-05,202.59624780213056,204.52858421879685,201.36115745633876,202.11814880371094,44155100
2025-08-06,204.81744899810374,214.52892145014,204.77759854868273,212.40733337402344,108483100
2025-08-07,218.01508808955717,219.97730473834642,215.7241736307253,219.16053771972656,90224800
2025-08-08,219.95737356583322,230.08718413442585,218.3836152444713,228.44371032714844,113854000
2025-08-11,227.27701087414155,228.91238364576833,224.12592192869855,226.53909301757812,61806100
2025-08-12,227.36674823663387,230.14888579943394,226.429412881848,229.0021209716797,55626200
2025-08-13,230.4181341091737,234.33703985510917,229.77992501054072,232.6717529296875,69878500
2025-08-14,233.39967872378062,234.4566858681212,230.1987431425788,232.123291015625,51916300
2025-08-15,233.33985018068216,233.6190590405621,228.69299310222902,230.9366455078125,56038700
2025-08-18,231.04634466466607,232.46233685580373,229.46083388892833,230.23863220214844,37476200
2025-08-19,230.62753117126795,232.2130419457167,228.70298322789472,229.90956115722656,39402600
2025-08-20,229.33119207499826,229.81981519856654,225.13307755654054,225.3723907470703,42263900
2025-08-21,225.6316789169631,225.88097364743615,223.14869792378403,224.26553344726562,30621200
2025-08-22,225.53195134940427,228.44371192910324,224.77410085849388,227.11746215820312,42477800
2025-08-25,225.84106025439092,228.6531118971015,225.59176554347297,226.51914978027344,30983100
2025-08-26,226.22996704217394,228.84258604761433,224.05612439304167,228.6630859375,54575100
2025-08-27,227.96506627689797,230.24859923631865,227.6160475796746,229.8397674560547,31259500
2025-08-28,230.16884905542523,232.75153884501827,228.69301327644948,231.9039306640625,38074700
2025-08-29,231.85405874294378,232.7216147258446,230.71727541448905,231.485107421875,39418400
2025-09-02,228.6032698757151,230.19876225122124,226.32970313085187,229.0719451904297,44075600
2025-09-03,236.5408165177042,238.17618932549604,233.69885053091846,237.79725646972656,66427800
2025-09-04,237.77729643117493,239.2232027368954,236.0721290991865,239.10354614257812,47549400
2025-09-05,239.32291694518142,240.63920029193574,237.81718240373485,239.0137939453125,54870400
2025-09-08,238.62490021245955,239.47249309970456,235.67324414176576,237.2089080810547,48999500
2025-09-09,236.33139119913957,238.1063683630383,232.70166073618753,233.68887329101562,66313900
2025-09-10,231.53496736029473,231.76431424305812,225.31256565050364,226.1501922607422,83440800
2025-09-11,226.23995033725743,229.7998710451417,226.010588238333,229.3810577392578,50208600
2025-09-12,228.5733443098202,233.84841389514688,228.3739115767776,233.40966796875,55824200
2025-09-15,236.33138325533858,237.5180285002954,234.3669397384463,236.0322265625,42699500
2025-09-16,236.51088466190768,240.53949594661788,235.65332541334,237.4781494140625,63421100
2025-09-17,238.2958480596019,239.42266510979977,237.05934071942244,238.3157958984375,46508000
2025-09-18,239.2930082114909,240.51953392817583,235.98236714862816,237.2089080810547,44249600
2025-09-19,240.5494606794321,245.60516498271895,239.53234916144805,244.8074188232422,163741300
2025-09-22,247.5995237986898,255.9160073848096,247.42002368458668,255.35755920410156,105517400
2025-09-23,255.15814081026073,256.6140134777918,252.86462630601793,253.71221923828125,60275200
2025-09-24,254.49999981420794,255.01853710208397,250.33178410429736,251.59820556640625,42303700
2025-09-25,252.49566170312627,256.4444966190252,250.99989343760635,256.14532470703125,55202100
2025-09-26,253.38315498635407,256.87328100426123,253.06405044687503,254.73931884765625,46076300
2025-09-29,253.84185736381545,254.28061851263055,252.29622703166862,253.71221923828125,40127700
2025-09-30,254.1410137555297,255.1980209495745,252.39595068950493,253.9116668701172,37704300
2025-10-01,254.32049261064776,258.0599285933123,254.21080232618834,254.72933959960938,48713900
2025-10-02,255.85613542550084,257.45162766856953,253.43299812845933,256.40460205078125,42630200
2025-10-03,253.9515436206674,258.5086431914624,253.23357360959045,257.2920837402344,49155600
2025-10-06,257.2621558739689,258.33912604890287,254.3304629034206,255.96583557128906,44664100
2025-10-07,256.0855101139428,256.6738420114173,254.70939836699205,255.75645446777344,31955800
2025-10-08,255.79633660873378,257.7906945345413,255.38748958216482,257.3320007324219,36496900
2025-10-09,257.08267167133846,257.27213808351553,252.42584836214985,253.32330322265625,38322000
2025-10-10,254.2207817432353,255.6567217403356,243.3116425485481,244.57806396484375,61999100
2025-10-13,248.67648318296307,248.98560621270488,244.86725241658198,246.96133422851562,38142900
2025-10-14,245.90431694508948,248.14796941642882,244.00966795095763,247.07101440429688,35478000
2025-10-15,248.78616738422895,251.10959602979932,246.77186176083558,248.63658142089844,33893600
2025-10-16,247.54966879270205,248.33743345063007,244.43847540742667,246.75192260742188,39777000
2025-10-17,247.3203043073955,252.66518358811555,246.57242016484557,251.5782470703125,49147000
2025-10-20,255.168106265739,263.63416054313814,254.90884523128253,261.50018310546875,90483000
2025-10-21,261.1411827196178,264.5415659974475,261.0913055219307,262.0286560058594,46695900
2025-10-22,261.9090191460537,262.1084670888602,254.70938662410154,257.72088623046875,45015300
2025-10-23,259.2066564378435,259.8847307097371,257.2821086816683,258.84765625,32754900
2025-10-24,260.4531761824355,263.3848847726989,258.4488367256365,262.0785827636719,38253700
2025-10-27,264.13276036080543,268.36078929414754,263.90339825112477,268.0516662597656,44888200
2025-10-28,268.23113785786586,269.12862319727753,267.39351124836816,268.2411193847656,41534800
2025-10-29,268.5203194424725,270.6443152614699,266.35642794866993,268.93914794921875,51086700
2025-10-30,271.2226702585742,273.36662916750566,267.72259312931254,270.63433837890625,69886500
2025-10-31,276.2085891024436,276.53767519933945,268.40069127196034,269.6072692871094,86167100
2025-11-03,269.65711516237894,270.08589475979994,265.49886601188945,268.29095458984375,50194600
2025-11-04,267.5730004152706,270.72408938596277,266.86501191822913,269.2781982421875,49274800
2025-11-05,267.8522167164328,270.9335263776032,266.17696342424256,269.3779296875,43683100
2025-11-06,267.1342708755924,272.6287059365568,267.1342708755924,269.0089416503906,51204000
2025-11-07,269.03885049148494,271.5218466038475,266.0173996929098,267.7126159667969,48227400
2025-11-10,268.46122924118225,273.22240319845355,266.96401085683,268.93035888671875,41312400
